NOMBRE_EQUIPO,NOMBRE_VLAN,COMANDO_DEL,COMANDO_ADD,COMANDO_IP
 VELEBNOC1002X1,BOL-TELEVEN,no interface Port-channel5.1127,interface Po6.3457,ip address 172.23.247.17 255.255.255.252
 VELEBNOC1002X1,MCCY-CENTRO-MARMOL,no interface Port-channel5.1671,interface Po6.3505,ip address 172.23.243.73 255.255.255.252
 VELEBNOC1002X1,MCCY-CHARVENCA,no interface Port-channel5.213,interface Po6.3506,ip address 172.23.252.221 255.255.255.252
 VELEBNOC1002X1,MCCY-CLOUDHOPP,no interface Port-channel5.1683,interface Po6.3501,ip address 172.23.243.165 255.255.255.252
 VELEBNOC1002X1,MCCY-CONTALFA,no interface Port-channel4.1103,interface Po6.3500,ip address 172.23.252.233 255.255.255.252
 VELEBNOC1002X1,MCCY-DILOJA,no interface Port-channel4.1118,interface Po6.3502,ip address 172.23.248.233 255.255.255.252
 VELEBNOC1002X1,MCCY-MUD-INT-LLANITO,no interface Port-channel4.1125,interface Po6.3503,ip address 172.23.247.1 255.255.255.252
 VELEBNOC1002X1,MCCY-STP-CONSULTORES,no interface Port-channel4.1126,interface Po6.3504,ip address 172.23.247.13 255.255.255.252
 VELEBNOC1002X1,LEB-DIVISION-365,no interface Port-channel5.1662,interface Po6.3150,ip address 172.23.246.209 255.255.255.252
 VELEBNOC1002X1,LEB-QTA-ODETE,no interface Port-channel5.1663,interface Po6.3151,ip address 190.94.252.209 255.255.255.252
 VELEBNOC1002X1,LEB-HERGLY,no interface Port-channel5.1664,interface Po6.3152,ip address 172.23.246.213 255.255.255.252
 VELEBNOC1002X1,LEB-INVERSIONES-747,no interface Port-channel5.1665,interface Po6.3153,ip address 172.23.246.221 255.255.255.252
