NOMBRE_EQUIPO,INTERFACE,NOMBRE_CLIENTE,NRO_VLAN,DIRECCION_IP,VELOCIDAD_ENTRADA,VELOCIDAD_SALIDA
VECCSNOCJM120x1,ge-3/3/2 ,GALI-CARACASR-POLICLI,1564,190.94.250.193/30,60m,60m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-BPLAZA-TC-MGMT,1570,172.23.244.213/30,,
VECCSNOCJM120x1,ge-3/3/3 ,VECCSNOC3750X4_Giga1/0/5,2,172.23.250.121/29,,
VECCSNOCJM120x1,ge-3/3/3 ,CANTV-SINAGOGA_BetAtharon,755,172.23.253.81/30,,
VECCSNOCJM120x1,ge-3/3/3 ,CANTV-IGLESIAJSUD,820,172.23.252.21/30,,
VECCSNOCJM120x1,ge-3/3/3 ,CANTV-ARMADA-OCHINA-LG,950,172.23.255.181/30,,
VECCSNOCJM120x1,so-4/0/0 ,,,,,,
VECCSNOCJM120x1,ge-5/0/0 ,CCSJ4500CREX1_xe-0/0/24,1,172.23.253.1/26,ACCESO-TELNET022018
VECCSNOCJM120x1,ge-5/0/0 ,TUNO-CLUB-VALLE-ARRIBA,489,181.225.53.81/29,200m,200m
VECCSNOCJM120x1,ge-5/0/0 ,TUNO-NODOV-QTA-MARACA,491,181.225.53.129/29,300m,300m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-EMB-BRASIL,516,172.23.254.113/30,100m,100m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-SCOUT-TECNOLOGIA,526,172.23.251.181/30,50m,50m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-VICTORIA-HOLDING,533,172.23.250.153/30,80m,80m
VECCSNOCJM120x1,ge-5/0/0 ,RED1-VL577-GALI-MS-INT-20,577,172.23.254.5/30,150m,150m
VECCSNOCJM120x1,ge-5/0/0 ,RED1-VL578-GALI-MS-INT-10-1,578,190.94.211.33/29,20m,20m
VECCSNOCJM120x1,ge-5/0/0 ,GALI-MAZAR,582,172.23.253.205/30,50m,50m
VECCSNOCJM120x1,ge-5/0/0 ,GALI_RES,583,2803:d480:1:0:0:0:0:8053/64,,
VECCSNOCJM120x1,ge-5/0/0 ,GALI-PRIMTEK-27,589,172.23.248.225/30,200m,200m
VECCSNOCJM120x1,ge-5/0/0 ,ELUN-BNC,954,181.225.43.161/29,100m,100m
VECCSNOCJM120x1,ge-5/0/0 ,ELUN-INV-PENA,979,172.23.244.77/30,160m,160m
VECCSNOCJM120x1,ge-5/0/0 ,RED1-VL1022-LIBER-QUALCOM,1022,2803:d480:0:70::8053/64,QUALCOM,QUALCOM
VECCSNOCJM120x1,ge-5/0/0 ,LIBER-CARACAS-RED-TELECOM,1041,2803:d480:0:7b::8053/64,CCSRED,CCSRED
VECCSNOCJM120x1,ge-5/0/0 ,LIBER-DORAL-PRAG,1042,172.23.245.125/30,,
VECCSNOCJM120x1,ge-5/0/0 ,,1043,172.23.246.33/30,300m,300m
VECCSNOCJM120x1,ge-5/0/0 ,GPON-LIBER-QUINTA-SOLERA,1045,172.23.246.69/30,QTASOLERA,QTASOLERA
VECCSNOCJM120x1,ge-5/0/0 ,CUBO-PLATC-EU,1069,2803:d480:0:83::8053/64,PLATCOMM-EU,PLATCOMM-EU
VECCSNOCJM120x1,ge-5/0/0 ,CUBO-KAYSEN,1077,172.23.243.149/30,50m,50m
VECCSNOCJM120x1,ge-5/0/0 ,SINAI-MK_RES,1211,2803:d480:0:62::8053/64,,
VECCSNOCJM120x1,ge-5/0/0 ,PCR-BANCAMIGA,1505,190.94.245.201/29,100m,100m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-ABC-FINANCE,1510,190.94.245.49/29,100m,100m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-GRUPO-OSEO,1531,172.23.254.41/30,200m,200m
VECCSNOCJM120x1,ge-5/0/0 ,,1534,2803:d480:1:0100:0:0:0:8053/64,,
VECCSNOCJM120x1,ge-5/0/0 ,GALI-TELENET,1565,172.23.244.133/30,TELENET,TELENET
VECCSNOCJM120x1,ge-5/0/0 ,GALI-BC-IP,1567,190.94.245.249/29,100m,100m
VECCSNOCJM120x1,ge-5/0/0 ,,1606,172.23.245.177/30,50m,50m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-QTA-SERRANA,1611,172.23.248.45/30,300m,300m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-PIDEYUMMY,1612,172.23.246.37/30,300m,300m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-EMB-PAISES-BAJOS,1614,172.23.246.105/30,80m,80m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-ADANFARMA,1620,172.23.244.93/30,100m,100m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-DORAVILA,1621,172.23.246.133/30,,
VECCSNOCJM120x1,ge-5/0/0 ,PCR-TOP-IP-2,1626,2803:D480:0:7A::8053/64,TOP-ALLIED,TOP-ALLIED
VECCSNOCJM120x1,ge-5/0/0 ,PCR-NODOV-DELTA,1627,181.225.42.17/29,400m,400m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-SISNET,1629,172.23.246.185/30,100m,100m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-PURO-PAGO-TFC,1650,190.94.199.25/30,100m,100m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-TELCORP-PISO-13,1754,172.23.243.69/30,100m,100m
VECCSNOCJM120x1,ge-5/0/0 ,PCR-TEKKOA-SW,1759,172.23.244.57/30,,
VECCSNOCJM120x1,ge-5/0/0 ,PCR-TEKKOA,1760,190.94.243.113/29,,
VECCSNOCJM120x1,ae0 ,TUNO-COELLO-CVA-MER,492,172.23.244.157/30,40m,40m
VECCSNOCJM120x1,ae0 ,TUNO-TELCORP,493,172.23.244.161/30,60m,60m
VECCSNOCJM120x1,ae0 ,PCR-UNICEF-HP,528,172.23.250.21/30,80m,80m
VECCSNOCJM120x1,ae0 ,PCR-ACNUR-FIBRA,534,172.23.252.25/30,150m,150m
VECCSNOCJM120x1,ae0 ,GALI-ACCESS-SALUD,599,172.23.247.209/30,50m,50m
VECCSNOCJM120x1,ae0 ,ELUN-ST-GUILLAN,971,172.23.245.217/30,100m,100m
VECCSNOCJM120x1,ae0 ,LIBER-BPLAZA-MGMT,1048,172.23.254.205/30,,
VECCSNOCJM120x1,ae0 ,ANAUC-IESA,1161,172.23.245.53/30,50m,50m
VECCSNOCJM120x1,ae0 ,SINAI-VENE-SAMIRA-PRINCIPAL,1208,172.23.247.221/30,SAECA,SAECA
VECCSNOCJM120x1,ae0 ,CAU-GRUPO-JHS,1254,172.23.251.169/30,40m,40m
VECCSNOCJM120x1,ae0 ,PCR-PALMERA,1508,172.23.248.205/30,1m,1m
VECCSNOCJM120x1,ae0 ,,1525,2803:D480:0:75::8053/64,TOP,TOP
VECCSNOCJM120x1,ae0 ,PCR-YV-INGENIERIA,1529,172.23.247.237/30,90m,90m
VECCSNOCJM120x1,ae0 ,GALI-NEU-YANK-GROUP,1554,,,20m,20m
VECCSNOCJM120x1,ae0 ,PCR-ACTIVALORES,1635,172.23.246.241/30,60m,60m
VECCSNOCJM120x1,ae0 ,PCR-VIVA-SUPERCENTRO,1640,172.23.246.121/30,60m,60m
VECCSNOCJM120x1,ae0 ,PCR-CANTON-GRILL,1641,172.23.244.181/30,50m,50m
VECCSNOCJM120x1,ae1 ,BACKBONE-CRED-L3,9,2803:d480:0:80:0:3e80:0:2/124,,
VECCSNOCJM120x1,ae1 ,CRED-LEBRUN,30,2803:d480:0:66::e000/64,,
VECCSNOCJM120x1,ae2 ,MULTIPHONE,4,172.23.250.85/30,,
VECCSNOCJM120x1,ae2 ,,7,172.23.254.101/30,,
VECCSNOCJM120x1,ae2 ,Brighstar,730,172.23.255.185/30,,
VECCSNOCJM120x1,ae2 ,INFRA-INTERNET,740,190.94.210.233/30,,
VECCSNOCJM120x1,ae3 ,,1,172.23.253.137/29,,
VECCSNOCJM120x1,ae3 ,PEER-NU,129,190.94.210.229/30,,
VECCSNOCJM120x1,ae3 ,,520,,,,
VECCSNOCJM120x1,ae3 ,NV-CLARIANT,610,,,,
VECCSNOCJM120x1,ae3 ,,0,2803:d480:0:73::16/128,ACCESO-TELNET022018-V6,,
 VECCSNOC7206X2,Tunnel1,TUNNEL-INFRA_MCCY-IFXCISCOX2,,172.31.255.1 255.255.255.252,,,

 VECCSNOC7206X2,Tunnel2,TUNNEL-VIVAX,,172.23.249.129 255.255.255.252,,,
 VECCSNOC7206X2,Loopback0,VECCSNOC7206X2#,,181.225.41.19 255.255.255.255,,,
 VECCSNOC7206X2,Loopback1,,,181.225.46.246 255.255.255.255,,,
 VECCSNOC7206X2,Loopback40,,,,,,
 VECCSNOC7206X2,Loopback100,,,,,,
 VECCSNOC7206X2,Loopback101,,,,,,
 VECCSNOC7206X2,Multilink1,7570 #- MPLS #- 1024KB #- 745_DISAN_VENEZUELA_C.A #- Valencia-Urbanizacion_Ind. El recreo Sector 2 Calle A Parcela 80  #- CANTV ## Circuito-2301-0132287_Enlace-D0869,,,,,
 VECCSNOC7206X2,GigabitEthernet0/1,CCS3550CREDX1_Gi0/1,,,,,
 VECCSNOC7206X2,GigabitEthernet0/1.1,,1 native,172.23.253.65 255.255.255.240,,,
 VECCSNOC7206X2,GigabitEthernet0/1.7(shutdown),,7,200.62.10.1 255.255.255.192,,,
 VECCSNOC7206X2,GigabitEthernet0/1.17,Alcaldia-Chacao,,,,,
 VECCSNOC7206X2,GigabitEthernet0/1.20,OCEAN_DRIVE,20,181.225.44.129 255.255.255.248,6M,6M,
 VECCSNOC7206X2,GigabitEthernet0/1.30(shutdown),RED3-VL30-CHACON-COBRE1,30,181.225.42.233 255.255.255.248,10M,10M,
 VECCSNOC7206X2,GigabitEthernet0/1.31,CHACON-COBRE-VL31,31,190.94.210.25 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/1.50,,50,172.23.255.165 255.255.255.252,8M,8M,
 VECCSNOC7206X2,GigabitEthernet0/1.51,,51,172.23.255.169 255.255.255.252,8M,8M,
 VECCSNOC7206X2,GigabitEthernet0/1.102,DVA-SERVICIOS,102,172.23.255.153 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/1.2156(shutdown),Neutrona Networks International,2156,,2M,2M,
 VECCSNOC7206X2,FastEthernet0/2(shutdown),,,,,,
 VECCSNOC7206X2,GigabitEthernet0/2,CCSJ4500CREX1_ge-0/0/5,,,,,
 VECCSNOC7206X2,GigabitEthernet0/2.1(shutdown),,1 native,172.23.253.1 255.255.255.192,,,
 VECCSNOC7206X2,GigabitEthernet0/2.7,VLAN_SAA Proyect_VECCSNOCQSAAx1_Et0,7,10.10.130.1 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet0/2.11,VLAN_Corporate-LAN_VECCSNOCOBSDx1_Inside,11,,,,
 VECCSNOC7206X2,GigabitEthernet0/2.31,VPN-VIVAX-BOLEITA,31,172.23.254.169 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet0/2.299(shutdown),,299,,2M,NEU-ID84842-TATA,
 VECCSNOC7206X2,GigabitEthernet0/2.459,TUNO-POES,459,172.23.252.129 255.255.255.252,8M,VLAN-8MB,
 VECCSNOC7206X2,GigabitEthernet0/2.461,RED1-VL461-TUNO-DANCINGDOLLY,461,172.23.251.61 255.255.255.252,30M,30M,
 VECCSNOC7206X2,GigabitEthernet0/2.462,RED1-VL462-TUNO-ESTIVANELI,462,172.23.251.113 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.464,TUNO-TABERNA,464,172.23.251.189 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.465,RED1-VL465-TUNO-TOLONET-FIBRA,465,172.23.252.93 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.466,RED1-VL466-TUNO-PASEO-L-M,466,172.23.250.181 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.467,RED1-VL467-TUNO-EMB-RUSIA,467,172.23.250.229 255.255.255.252,70M,70M,
 VECCSNOC7206X2,GigabitEthernet0/2.470,RED1-VL470-TUNO-LOBBY-AH,470,172.23.248.1 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.471,RED1-VL471-TUNO-UNION-EUROPEA,471,172.23.248.5 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.472,RED1-VL472-TUNO-QTA-MARY,472,172.23.248.77 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.473,TUNO-FINAL-CURVE,473,172.23.248.65 255.255.255.252,40M,40M,
 VECCSNOC7206X2,GigabitEthernet0/2.474,RED1-VL474-TUNO-ISARQ,474,172.23.248.153 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.475,RED1-VL475-TUNO-AUDIO-CONCEPT,475,172.23.248.229 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.476,RED1-VL476-TUNO-CONAVEN,476,172.23.248.237 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.477,RED1-VL477-TUNO-CONDOMINIO-TUNO,477,172.23.248.241 255.255.255.252,10M,10M,
 VECCSNOC7206X2,GigabitEthernet0/2.478,RED1-VL478-TUNO-MODUSISTEMA,478,172.23.247.21 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.479,RED1-VL479-TUNO-TRITON,479,172.23.247.25 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.480,RED1-VL480-TUNO-ECHO-LINK,480,172.23.247.157 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.481,RED1-VL481-TUNO-UNION-EUROPEA-MUD,481,172.23.255.217 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.483,RED1-VL483-TUNO-MUEBLES-MARY ,483,172.23.245.89 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.485,TUNO-WORLD-TRADING,485,172.23.254.85 255.255.255.252,40M,40M,
 VECCSNOC7206X2,GigabitEthernet0/2.486,TUNO-TOP-FOOD,486,172.23.244.5 255.255.255.252,40M,40M,
 VECCSNOC7206X2,GigabitEthernet0/2.490,TUNO-QUINTA-EL-MAISSANCO,490,172.23.244.141 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.494,TUNO-DEST-CARUPANO,494,172.23.244.173 255.255.255.252,40M,40M,
 VECCSNOC7206X2,GigabitEthernet0/2.495,TUNO-GAMA-SM-SW,495,172.23.243.85 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet0/2.502(shutdown),DIARIO-TALCUAL,502,172.23.254.65 255.255.255.252,8M,VLAN-8MB,
 VECCSNOC7206X2,GigabitEthernet0/2.505,PCR-HANDEL,505,172.23.255.45 255.255.255.252,4M,4M,
 VECCSNOC7206X2,GigabitEthernet0/2.506,PCR-ECHYASOC,506,172.23.253.173 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.507,PCR-FCHACON4 ,507,181.225.48.49 255.255.255.248,5M,5M,
 VECCSNOC7206X2,GigabitEthernet0/2.510,PCR-COLAS-RAIL,510,172.23.252.5 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.513,PCR-CON-PARCRISTAL,513,172.23.252.81 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.514,PCR-SONARCHARTERS,514,172.23.252.89 255.255.255.252,4M,4M,
 VECCSNOC7206X2,GigabitEthernet0/2.515,PRC-MOLINA-VIAJES(INT10M+VPN10M),515,172.23.252.137 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.517,PCR-CENTRODEARTE,517,172.23.252.181 255.255.255.252,4M,4M,
 VECCSNOC7206X2,GigabitEthernet0/2.522(shutdown),RED1-VL522-PRC-OPS,522,172.23.253.169 255.255.255.252,16M,16M,
 VECCSNOC7206X2,GigabitEthernet0/2.527,RED1-VL527-PRC-PRIMA-ISC-BUNKER,527,172.23.255.245 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.531,RED1-VL531-PRC-LATINON-GAL,531,172.23.250.57 255.255.255.252,20M,VLAN-10M,
 VECCSNOC7206X2,GigabitEthernet0/2.532,RED1-VL532--PRC-LATINON-PB,532,172.23.250.137 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.535,RED1-VL535-PCR-VISA,535,172.23.250.161 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.536,RED1-VL536-PCR-UFPNA,536,172.23.250.169 255.255.255.252,100M,100M,
 VECCSNOC7206X2,GigabitEthernet0/2.537,RED1-VL537-PCR-SINERGY,537,172.23.250.77 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.538,RED1-VL538-PCR-ESTANCIA-GRANDE,538,190.94.210.85 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.540,RED1-VL540-PCR-AIV-DEL-ESTE,540,172.23.250.81 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.541,RED1-VL541-PCR-BNAI-BRITH,541,190.94.210.73 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.542,RED1-VL542-PCR-JABAD-LUVAVITCH,542,190.94.210.69 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.543,RED1-VL543-PCR-TERRAZAS-ALTAM,543,172.23.250.233 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.544,RED1-VL544-PCR-CORP-SISA-LPG,544,172.23.250.185 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.545,RED1-VL545-PCR-SYNERGY-SI,545,172.23.250.189 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.546,RED1-VL546-PCR-CRUZ-ROJA,546,172.23.255.49 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.547,RED1-VL547-PCR-EFE,547,172.23.248.21 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.548,PCR-BRILUX,548,172.23.248.33 255.255.255.252,80M,80M,
 VECCSNOC7206X2,GigabitEthernet0/2.549,RED1-VL549-PCR-IKIGAI,549,172.23.248.37 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.572,GALI-MUEVE-SOLUCIONES,572,172.23.245.13 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.951(shutdown),,951,172.23.254.229 255.255.255.252,15M,15M,
 VECCSNOC7206X2,GigabitEthernet0/2.966,RED1-VL966-ELUN-MERCANTIL-DEMO,966,190.94.209.217 255.255.255.248,100M,100M,
 VECCSNOC7206X2,GigabitEthernet0/2.1017,LIBER-QTA-SOLERA,1017,172.23.250.197 255.255.255.252,30M,VL1017-QTA-SOLERA,
 VECCSNOC7206X2,GigabitEthernet0/2.1019,,1019,172.23.248.69 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet0/2.1036,LIBER-CORPORAL-TRAIN,1036,172.23.247.241 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.1037,LIBER-CONDOMI-BANCOP,1037,172.23.247.245 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.1251,CAURI-FONDOV-MUNECA,1251,172.23.245.109 255.255.255.252,10M,10M,
 VECCSNOC7206X2,GigabitEthernet0/2.1501,RED1-VL1501-PCR-NEXTPOINT,1501,172.23.247.161 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.1507,RED1-VL1507-PCR-MOLINAVIAJES-VPN,1507,172.23.248.209 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet0/2.1509,RED1-VL1509-PCR-INTERNET-IFX,1509,190.94.208.41 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet0/2.1512,RED1-VL1512-PCR-ASAP,1512,172.23.248.253 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.1518,RED1-VL1518-PCR-OBELISCO,1518,172.23.247.33 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.1520,PRC-REUTERS,1520,172.23.247.117 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet0/2.1545,PCR-COND-GALIPAN,1545,172.23.246.29 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet0/2.1604,PCR-GRUPO-OSEO-PC,1604,172.23.254.37 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet0/3,SW_J4500_BACKBONE,,172.23.249.5 255.255.255.240,,IFX-QoS-CCS,
 VECCSNOC7206X2,GigabitEthernet0/3.30,CRED-LEBRUN,30,172.23.249.35 255.255.255.240,,,
 VECCSNOC7206X2,Serial4/4:0(shutdown),,,,,,
 VECCSNOC7206X2,Serial4/4:1,LAB-VIVAX-SANFLPE_MOVISTAR_ID:A0810-Ruta:IFXNE-1008,,,,,
 VECCSNOC7206X2,Serial4/7:0,VIVAX_INTERCAPS_MOV=IFXNE-1002/IFXNE_CCS_116098,,172.23.250.97 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet5/0,CCSJ4500CREX1-ge-0/0/20,,,,,
 VECCSNOC7206X2,GigabitEthernet5/0.508,PCR-GARCIA-TUNON,508,172.23.245.141 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.511,PRC-ESTANCIA-GRAN-2C,511,190.94.253.241 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.519,PCR-GESTION-OLT,519,172.23.252.133 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet5/0.525,PCR-YPERGAS,525,172.23.251.177 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.539(shutdown),RED1-VL539-PCR-DANAL-PARK,539,190.94.210.81 255.255.255.252,100M,100M,
 VECCSNOC7206X2,GigabitEthernet5/0.550,RED1-VL550-PCR-ABRAHAM,550,172.23.248.41 255.255.255.252,60M,60M,
 VECCSNOC7206X2,GigabitEthernet5/0.1252,CAURI-PLAN-SUAREZ,1252,172.23.245.113 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1253,,1253,,,,
 VECCSNOC7206X2,GigabitEthernet5/0.1513,RED1-VL1513-PRC-ESTANCIA-GRANDE-1A,1513,190.94.208.89 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1514,RED1-VL1514-PRC-ESTANCIA-GRANDE-3A,1514,190.94.208.93 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1515,RED1-VL1515-PRC-ESTANCIA-GRANDE-3C,1515,190.94.208.97 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1516,RED1-VL1516-PRC-ESTANCIA-GRANDE-4B,1516,190.94.208.101 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1517,RED1-VL1517-PRC-ESTANCIA-GRANDE-PHA,1517,190.94.208.105 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1519,PRC-ESTANCIA-GRAN-1A,1519,190.94.208.133 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1521,PCR-RAMON-RAMIREZ,1521,172.23.247.133 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1522,RED1-VL1522-PCR-LEON-M&A,1522,172.23.247.149 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1524,PCR-FONDO-DE-VALORES-QNTA,1524,172.23.247.165 255.255.255.252,40M,40M,
 VECCSNOC7206X2,GigabitEthernet5/0.1526,PCR-E-BUSINESS,1526,172.23.247.197 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1527,PCR-DELLACQUA,1527,172.23.245.9 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1528,PCR-MARITIMA-MAROLA,1528,172.23.247.225 255.255.255.252,30M,30M,
 VECCSNOC7206X2,GigabitEthernet5/0.1532,GPON1-PRC-ABS-PRAGMA,1532,172.23.245.77 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1535,PCR-CONDOMINIO-CAURIMARE,1535,172.23.246.89 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1544,PCR-APS,1544,172.23.247.253 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet5/0.1548,PCR-OBRAS-PUBLICAS,1548,172.23.245.229 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1549,,1549,172.23.245.237 255.255.255.252,20M,20M,
 VECCSNOC7206X2,GigabitEthernet5/0.1610,PCR-LIBERTY-EXPRESS,1610,172.23.245.61 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1611(shutdown),,1611,172.23.248.45 255.255.255.252,300M,300M,
 VECCSNOC7206X2,GigabitEthernet5/0.1618,PCR-TOTAL-OIL,1618,172.23.244.85 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1619,PCR-BORN-RAISED,1619,172.23.244.89 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1622,PCR-JOYERIA-RIO,1622,172.23.244.101 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1628,PCR-HELIOS,1628,172.23.246.181 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1632,PCR-ADM-MENGIM,1632,172.23.246.233 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1633,PCR-INVERCAPITAL,1633,172.23.246.237 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1636,PCR-MOHEDAN56-P1,1636,172.23.246.253 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1637,PCR-MOHEDAN56-PH,1637,172.23.246.189 255.255.255.252,40M,40M,
 VECCSNOC7206X2,GigabitEthernet5/0.1639,PCR-GRUPO-PHX,1639,172.23.246.117 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1643,PCR-CRUZ-ROJA-GALIA,1643,172.23.243.5 255.255.255.252,40M,40M,
 VECCSNOC7206X2,GigabitEthernet5/0.1644,PCR-JAP-PAPPIER,1644,172.23.243.9 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1645,PCR-REVERON-ROSARIO,1645,172.23.243.13 255.255.255.252,50M,50M,
 VECCSNOC7206X2,GigabitEthernet5/0.1646,PCR-GAMA-LPG,1646,172.23.244.197 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet5/0.1648,PCR-VIVA-SUPERCEN-SW ,1648,172.23.244.205 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet5/0.1649,PCR-TELECORP-C-LETONIA,1649,172.23.250.129 255.255.255.252,60M,60M,
 VECCSNOC7206X2,GigabitEthernet5/0.1751,PCR-GAMA-SEDUVIGIS ,1751,172.23.244.221 255.255.255.252,,,
 VECCSNOC7206X2,GigabitEthernet5/0.1753,PCR-PARAWA,1753,172.23.243.61 255.255.255.252,80M,80M,
 VECCSNOC7206X2,GigabitEthernet5/0.1755,PCR-SOLUCIONES-EMP,1755,172.23.243.153 255.255.255.252,60M,60M,
